index,key,scenario,algorithm,experiment,file,ext
1067,mixed_DWA_experiment_3,mixed,DWA,3,mixed/DWA/experiment_3.mp4,mp4
1068,mixed_DWA_experiment_4,mixed,DWA,4,mixed/DWA/experiment_4.mp4,mp4
1069,mixed_DWA_experiment_5,mixed,DWA,5,mixed/DWA/experiment_5.mp4,mp4
1070,mixed_DWAsocialcostmap_experiment_1,mixed,DWAsocialcostmap,1,mixed/DWAsocialcostmap/experiment_1.mp4,mp4
1071,mixed_DWAsocialcostmap_experiment_2,mixed,DWAsocialcostmap,2,mixed/DWAsocialcostmap/experiment_2.mp4,mp4
1072,mixed_DWAsocialcostmap_experiment_3,mixed,DWAsocialcostmap,3,mixed/DWAsocialcostmap/experiment_3.mp4,mp4
1073,mixed_DWAsocialcostmap_experiment_4,mixed,DWAsocialcostmap,4,mixed/DWAsocialcostmap/experiment_4.mp4,mp4
1074,mixed_DWAsocialcostmap_experiment_5,mixed,DWAsocialcostmap,5,mixed/DWAsocialcostmap/experiment_5.mp4,mp4
1075,mixed_SFM_experiment_1,mixed,SFM,1,mixed/SFM/experiment_1.mp4,mp4
1076,mixed_SFM_experiment_2,mixed,SFM,2,mixed/SFM/experiment_2.mp4,mp4
1077,mixed_SFM_experiment_3,mixed,SFM,3,mixed/SFM/experiment_3.mp4,mp4
1078,mixed_SFM_experiment_4,mixed,SFM,4,mixed/SFM/experiment_4.mp4,mp4
1079,mixed_SFM_experiment_5,mixed,SFM,5,mixed/SFM/experiment_5.mp4,mp4
1080,mixed_MPPI_experiment_1,mixed,MPPI,1,mixed/MPPI/experiment_1.mp4,mp4
1081,mixed_MPPI_experiment_2,mixed,MPPI,2,mixed/MPPI/experiment_2.mp4,mp4
1082,mixed_MPPI_experiment_3,mixed,MPPI,3,mixed/MPPI/experiment_3.mp4,mp4
1083,mixed_MPPI_experiment_4,mixed,MPPI,4,mixed/MPPI/experiment_4.mp4,mp4
1084,mixed_MPPIsocialcostmap_experiment_1,mixed,MPPIsocialcostmap,1,mixed/MPPIsocialcostmap/experiment_1.mp4,mp4
1085,mixed_MPPIsocialcostmap_experiment_2,mixed,MPPIsocialcostmap,2,mixed/MPPIsocialcostmap/experiment_2.mp4,mp4
1086,mixed_MPPIsocialcostmap_experiment_3,mixed,MPPIsocialcostmap,3,mixed/MPPIsocialcostmap/experiment_3.mp4,mp4
1087,mixed_MPPIsocialcostmap_experiment_5,mixed,MPPIsocialcostmap,5,mixed/MPPIsocialcostmap/experiment_5.mp4,mp4
1088,mixed_socialMPPI_experiment_1,mixed,socialMPPI,1,mixed/socialMPPI/experiment_1.mp4,mp4
1089,mixed_socialMPPI_experiment_2,mixed,socialMPPI,2,mixed/socialMPPI/experiment_2.mp4,mp4
1090,mixed_socialMPPI_experiment_3,mixed,socialMPPI,3,mixed/socialMPPI/experiment_3.mp4,mp4
1091,mixed_socialMPPI_experiment_4,mixed,socialMPPI,4,mixed/socialMPPI/experiment_4.mp4,mp4
1092,mixed_ORCA_experiment_1,mixed,ORCA,1,mixed/ORCA/experiment_1.mp4,mp4
1093,mixed_ORCA_experiment_2,mixed,ORCA,2,mixed/ORCA/experiment_2.mp4,mp4
1094,mixed_ORCA_experiment_3,mixed,ORCA,3,mixed/ORCA/experiment_3.mp4,mp4
1095,mixed_ORCA_experiment_4,mixed,ORCA,4,mixed/ORCA/experiment_4.mp4,mp4
1096,mixed_ORCA_experiment_5,mixed,ORCA,5,mixed/ORCA/experiment_5.mp4,mp4
1097,mixed_PURE_SFM_experiment_1,mixed,PURE_SFM,1,mixed/PURE_SFM/experiment_1.mp4,mp4
1098,mixed_PURE_SFM_experiment_2,mixed,PURE_SFM,2,mixed/PURE_SFM/experiment_2.mp4,mp4
1099,curious_person_DWA_experiment_1,curious_person,DWA,1,curious_person/DWA/experiment_1.mp4,mp4
1100,curious_person_DWA_experiment_2,curious_person,DWA,2,curious_person/DWA/experiment_2.mp4,mp4
1101,curious_person_DWA_experiment_3,curious_person,DWA,3,curious_person/DWA/experiment_3.mp4,mp4
1102,curious_person_DWA_experiment_4,curious_person,DWA,4,curious_person/DWA/experiment_4.mp4,mp4
1103,curious_person_DWA_experiment_5,curious_person,DWA,5,curious_person/DWA/experiment_5.mp4,mp4
1104,curious_person_DWAsocialcostmap_experiment_1,curious_person,DWAsocialcostmap,1,curious_person/DWAsocialcostmap/experiment_1.mp4,mp4
1105,curious_person_DWAsocialcostmap_experiment_2,curious_person,DWAsocialcostmap,2,curious_person/DWAsocialcostmap/experiment_2.mp4,mp4
1106,curious_person_DWAsocialcostmap_experiment_3,curious_person,DWAsocialcostmap,3,curious_person/DWAsocialcostmap/experiment_3.mp4,mp4
1107,curious_person_DWAsocialcostmap_experiment_4,curious_person,DWAsocialcostmap,4,curious_person/DWAsocialcostmap/experiment_4.mp4,mp4
1108,curious_person_DWAsocialcostmap_experiment_5,curious_person,DWAsocialcostmap,5,curious_person/DWAsocialcostmap/experiment_5.mp4,mp4
1109,curious_person_SFM_experiment_1,curious_person,SFM,1,curious_person/SFM/experiment_1.mp4,mp4
1110,curious_person_SFM_experiment_2,curious_person,SFM,2,curious_person/SFM/experiment_2.mp4,mp4
1111,curious_person_SFM_experiment_4,curious_person,SFM,4,curious_person/SFM/experiment_4.mp4,mp4
1112,curious_person_SFM_experiment_5,curious_person,SFM,5,curious_person/SFM/experiment_5.mp4,mp4
1113,curious_person_MPPI_experiment_2,curious_person,MPPI,2,curious_person/MPPI/experiment_2.mp4,mp4
1114,curious_person_MPPI_experiment_3,curious_person,MPPI,3,curious_person/MPPI/experiment_3.mp4,mp4
1115,curious_person_MPPI_experiment_4,curious_person,MPPI,4,curious_person/MPPI/experiment_4.mp4,mp4
1116,curious_person_MPPI_experiment_5,curious_person,MPPI,5,curious_person/MPPI/experiment_5.mp4,mp4
1117,curious_person_MPPIsocialcostmap_experiment_1,curious_person,MPPIsocialcostmap,1,curious_person/MPPIsocialcostmap/experiment_1.mp4,mp4
1118,curious_person_MPPIsocialcostmap_experiment_2,curious_person,MPPIsocialcostmap,2,curious_person/MPPIsocialcostmap/experiment_2.mp4,mp4
1119,curious_person_MPPIsocialcostmap_experiment_3,curious_person,MPPIsocialcostmap,3,curious_person/MPPIsocialcostmap/experiment_3.mp4,mp4
1120,curious_person_MPPIsocialcostmap_experiment_5,curious_person,MPPIsocialcostmap,5,curious_person/MPPIsocialcostmap/experiment_5.mp4,mp4
1121,curious_person_socialMPPI_experiment_1,curious_person,socialMPPI,1,curious_person/socialMPPI/experiment_1.mp4,mp4
1122,curious_person_socialMPPI_experiment_2,curious_person,socialMPPI,2,curious_person/socialMPPI/experiment_2.mp4,mp4
1123,curious_person_socialMPPI_experiment_3,curious_person,socialMPPI,3,curious_person/socialMPPI/experiment_3.mp4,mp4
1124,curious_person_socialMPPI_experiment_4,curious_person,socialMPPI,4,curious_person/socialMPPI/experiment_4.mp4,mp4
1125,curious_person_socialMPPI_experiment_5,curious_person,socialMPPI,5,curious_person/socialMPPI/experiment_5.mp4,mp4
1126,curious_person_ORCA_experiment_1,curious_person,ORCA,1,curious_person/ORCA/experiment_1.mp4,mp4
1127,curious_person_ORCA_experiment_2,curious_person,ORCA,2,curious_person/ORCA/experiment_2.mp4,mp4
1128,curious_person_ORCA_experiment_3,curious_person,ORCA,3,curious_person/ORCA/experiment_3.mp4,mp4
1129,curious_person_ORCA_experiment_4,curious_person,ORCA,4,curious_person/ORCA/experiment_4.mp4,mp4
1130,curious_person_ORCA_experiment_5,curious_person,ORCA,5,curious_person/ORCA/experiment_5.mp4,mp4
1131,curious_person_PURE_SFM_experiment_1,curious_person,PURE_SFM,1,curious_person/PURE_SFM/experiment_1.mp4,mp4
1132,curious_person_PURE_SFM_experiment_2,curious_person,PURE_SFM,2,curious_person/PURE_SFM/experiment_2.mp4,mp4
1133,curious_person_PURE_SFM_experiment_3,curious_person,PURE_SFM,3,curious_person/PURE_SFM/experiment_3.mp4,mp4
1134,curious_person_PURE_SFM_experiment_5,curious_person,PURE_SFM,5,curious_person/PURE_SFM/experiment_5.mp4,mp4
